Dashboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piece Name,Set Name,Piece Type,Rarity,Base Def.,Fire Res.,Water Res.,Thunder Res.,Ice Res.,Dragon Res.,Lvl 1 Deco Slots,Lvl 2 Deco Slots,Lvl 3 Deco Slots,Text Description,Skill 1,Skill 1 Lvl,Skill 2,Skill 2 Lvl,Skill 3,Skill 3 Lvl,Group Skill,Set Bonus,Forging Price,Forge Mat 1,Forge Mat 1 Qty,Forge Mat 2,Forge Mat 2 Qty,Forge Mat 3,Forge Mat 3 Qty,Forge Mat 4,Forge Mat 4 Qty
Chatacabra Greaves α,Chatacabra α,Legs,5,36,1,2,-3,-1,1,-,-,-,Leg armor made from Chatacabra spoils. A loose fit for maximum mobility.,Weakness Exploit,1,Item Prolonger,1,-,-,Flexible Leathercraft,-,3000,Chatacabra Certificate S,1,Chatacabra Scale+,2,Chatacabra Jaw+,1,Wingdrake Hide+,1
Chatacabra Helm β,Chatacabra β,Head,5,36,1,2,-3,-1,1,-,1,-,Chatacabra head armor. The design is specially tailored for deseert hunting.,Speed Eating,1,-,-,-,-,Buttery Leathercraft,-,3000,Chatacabra Scale+,2,Chatacabra Jaw+,1,Stoutbone,1,-,-
Chatacabra Mail β,Chatacabra β,Chest,5,36,1,2,-3,-1,1,3,-,-,Chatacabra chest armor. Equipped with generous elastic cushioning in the collar.,Speed Eating,1,-,-,-,-,Buttery Leathercraft,-,3000,Chatacabra Certificate S,1,Chatacabra Carapace,2,Quality Bone,1,-,-
Chatacabra Vambraces β,Chatacabra β,Arms,5,36,1,2,-3,-1,1,-,1,-,Chatacabra armguards. They protect the wrists without hampering weapon handling.,Item Prolonger,1,-,-,-,-,Buttery Leathercraft,-,3000,Chatacabra Scale+,2,Chatacabra Hide+,2,Chatacabra Jaw+,1,Chatacabra Carapace,1
Chatacabra Coil β,Chatacabra β,Waist,5,36,1,2,-3,-1,1,2,-,-,"Chatacabra waistgear. The charming, heart-shaped pouch is made from its ample tongue.",Speed Eating,1,-,-,-,-,Buttery Leathercraft,-,3000,Chatacabra Certificate S,1,Chatacabra Hide+,3,Chatacabra Carapace,1,-,-
Chatacabra Greaves β,Chatacabra β,Legs,5,36,1,2,-3,-1,1,1,-,-,Leg armor made from Chatacabra spoils. A loose fit for maximum mobility.,Weakness Exploit,1,-,-,-,-,Buttery Leathercraft,-,3000,Chatacabra Certificate S,1,Chatacabra Scale+,2,Chatacabra Jaw+,1,Wingdrake Hide+,1
Quematrice Helm α,Quematrice α,Head,5,36,2,-3,0,-1,0,1,-,-,Head armor made from Quematrice spoils. The shock of feathers ties the whole look together.,Latent Power,1,Flinch Free,1,-,-,Scaling Prowess,-,3000,Quematrice Certificate S,1,Quematrice Igniter+,2,Quematrice Hide+,2,Quality Bone,1
Quematrice Mail α,Quematrice α,Chest,5,36,2,-3,0,-1,0,-,-,-,"Quematrice chest armor. The design may look ceremonial, but it offers ample protection.",Latent Power,1,Fire Resistance,1,-,-,Scaling Prowess,-,3000,Quematrice Certificate S,1,Quematrice Crest+,1,Quematrice Tail,1,Firestone,1
Quematrice Braces α,Quematrice α,Arms,5,36,2,-3,0,-1,0,2,-,-,Armguards made from Quematrice parts. The wide cuffs allow the wrists to move unimpeded.,Fire Resistance,1,Flinch Free,1,-,-,Scaling Prowess,-,3000,Quematrice Scale+,3,Quematrice Hide+,3,Quematrice Igniter+,1,Quematrice Crest+,1
Quematrice Coil α,Quematrice α,Waist,5,36,2,-3,0,-1,0,-,-,-,Flaunt-worthy Quematrice waistgear. Nothing shouts haute couture like flowing tassets.,Latent Power,1,Fire Resistance,1,-,-,Scaling Prowess,-,3000,Quematrice Certificate S,1,Quematrice Hide+,2,Quematrice Crest+,1,-,-
Quematrice Greaves α,Quematrice α,Legs,5,36,2,-3,0,-1,0,1,-,-,Quematrice leg armor. The ornate gaiters let a hunter strut like Quematrice.,Evade Extender,1,Flinch Free,1,-,-,Scaling Prowess,-,3000,Quematrice Scale+,3,Quematrice Igniter+,1,Monster Keenbone,1,-,-
Quematrice Helm β,Quematrice β,Head,5,36,2,-3,0,-1,0,-,1,-,Head armor made from Quematrice spoils. The shock of feathers ties the whole look together.,Latent Power,1,-,-,-,-,Scale Layering,-,3000,Quematrice Certificate S,1,Quematrice Igniter+,2,Quematrice Hide+,2,Quality Bone,1
Quematrice Mail β,Quematrice β,Chest,5,36,2,-3,0,-1,0,1,-,-,"Quematrice chest armor. The design may look ceremonial, but it offers ample protection.",Latent Power,1,-,-,-,-,Scale Layering,-,3000,Quematrice Certificate S,1,Quematrice Crest+,1,Quematrice Tail,1,Firestone,1
Quematrice Braces β,Quematrice β,Arms,5,36,2,-3,0,-1,0,1,1,-,Armguards made from Quematrice parts. The wide cuffs allow the wrists to move unimpeded.,Flinch Free,1,-,-,-,-,Scale Layering,-,3000,Quematrice Scale+,3,Quematrice Hide+,3,Quematrice Igniter+,1,Quematrice Crest+,1
Quematrice Coil β,Quematrice β,Waist,5,36,2,-3,0,-1,0,-,1,-,Flaunt-worthy Quematrice waistgear. Nothing shouts haute couture like flowing tassets.,Fire Resistance,2,-,-,-,-,Scale Layering,-,3000,Quematrice Certificate S,1,Quematrice Hide+,2,Quematrice Crest+,1,-,-
Quematrice Greaves β,Quematrice β,Legs,5,36,2,-3,0,-1,0,3,-,-,Quematrice leg armor. The ornate gaiters let a hunter strut like Quematrice.,Flinch Free,1,-,-,-,-,Scale Layering,-,3000,Quematrice Scale+,3,Quematrice Igniter+,1,Monster Keenbone,1,-,-
Barina Headgear α,Lala Barina α,Head,5,36,-3,3,0,0,3,-,-,-,Lala Barina head armor. The rose embellishments were fashioned from its caparace.,Foray,1,Paralysis Resistance,1,-,-,Neopteron Alert,-,3000,Lala Barina Certificate S,1,Lala Barina Carapace,3,Lala Barina Claw+,2,-,-
Barina Mail α,Lala Barina α,Chest,5,36,-3,3,0,0,3,-,-,-,"Lala Barina chest armor. It may look like normal clothing, but it's just as hardy as armor.",Recovery Up,2,Evade Window,1,-,-,Neopteron Alert,-,3000,Lala Barina Floret+,2,Lala Barina Carapace,2,Lala Barina Mucus+,1,Lala Barina Stinger+,1
Barina Vambraces α,Lala Barina α,Arms,5,36,-3,3,0,0,3,-,-,-,Lala Barina armguards that are so elegant they could pass as formal wear.,Foray,1,Recovery Up,1,-,-,Neopteron Alert,-,3000,Lala Barina Certificate S,1,Lala Barina Claw+,1,Lala Barina Stinger+,1,Monster Broth,1
Barina Coil α,Lala Barina α,Waist,5,36,-3,3,0,0,3,-,1,-,Lala Barina waistgear that nobility would gladly don just to make an impression.,Paralysis Resistance,2,-,-,-,-,Neopteron Alert,-,3000,Lala Barina Floret+,2,Lala Barina Mucus+,2,Carbalite Ore,2,-,-
Barina Greaves α,Lala Barina α,Legs,5,36,-3,3,0,0,3,-,-,-,Lala Barina leg armor. Pulls the rose motif back in with subtle but elegant detailing.,Foray,1,Evade Window,1,-,-,Neopteron Alert,-,3000,Lala Barina Certificate S,1,Lala Barina Floret+,2,Lala Barina Mucus+,1,Novacrystal,1
Barina Headgear β,Lala Barina β,Head,5,36,-3,3,0,0,3,1,-,-,Lala Barina head armor. The rose embellishments were fashioned from its caparace.,Foray,1,-,-,-,-,Neopteron Camouflage,-,3000,Lala Barina Certificate S,1,Lala Barina Carapace,3,Lala Barina Claw+,2,-,-
Barina Mail β,Lala Barina β,Chest,5,36,-3,3,0,0,3,1,-,-,"Lala Barina chest armor. It may look like normal clothing, but it's just as hardy as armor.",Evade Window,1,Recovery Up,1,-,-,Neopteron Camouflage,-,3000,Lala Barina Floret+,2,Lala Barina Carapace,2,Lala Barina Mucus+,1,Lala Barina Stinger+,1
Barina Vambraces β,Lala Barina β,Arms,5,36,-3,3,0,0,3,1,1,-,Lala Barina armguards that are so elegant they could pass as formal wear.,Recovery Up,1,-,-,-,-,Neopteron Camouflage,-,3000,Lala Barina Certificate S,1,Lala Barina Claw+,1,Lala Barina Stinger+,1,Monster Broth,1
Barina Coil β,Lala Barina β,Waist,5,36,-3,3,0,0,3,1,1,-,Lala Barina waistgear that nobility would gladly don just to make an impression.,Paralysis Resistance,1,-,-,-,-,Neopteron Camouflage,-,3000,Lala Barina Floret+,2,Lala Barina Mucus+,2,Carbalite Ore,2,-,-
Barina Greaves β,Lala Barina β,Legs,5,36,-3,3,0,0,3,3,-,-,Lala Barina leg armor. Pulls the rose motif back in with subtle but elegant detailing.,Evade Window,1,-,-,-,-,Neopteron Camouflage,-,3000,Lala Barina Certificate S,1,Lala Barina Floret+,2,Lala Barina Mucus+,1,Novacrystal,1
Conga Helm α,Conga α,Head,5,36,-3,1,1,-1,2,1,-,-,"Head armor made from Congalala materials. Remember: it's ""feral"", not ""unkempt"".",Intimidator,1,Free Meal,1,-,-,Fortifying Pelt,-,3000,Congalala Pelt+,2,Congalala Fang+,1,Stoutbone,1,-,-
Conga Mail α,Conga α,Chest,5,36,-3,1,1,-1,2,-,-,-,Chest armor made from Congalala materials. The shocks of monster fur help hunters keep it wild.,Intimidator,2,Burst,1,-,-,Fortifying Pelt,-,3000,Congalala Pelt+,2,Congalala Claw+,2,Congalala Fang+,1,Vibrant Pelt+,1
Conga Vambraces α,Conga α,Arms,5,36,-3,1,1,-1,2,-,-,-,Armguards made from Congalala materials. Crudely made but highly protective.,Speed Eating,1,Mushroomancer,1,-,-,Fortifying Pelt,-,3000,Congalala Certificate S,1,Vibrant Pelt+,1,Conga Pelt+,2,-,-
Conga Coil α,Conga α,Waist,5,36,-3,1,1,-1,2,1,-,-,"Waistgear made from Congalala materials, complete with an array of handy pockets!",Mushroomancer,1,Free Meal,1,-,-,Fortifying Pelt,-,3000,Congalala Certificate S,1,Congalala Claw+,3,Vibrant Pelt+,1,-,-
Conga Greaves α,Conga α,Legs,5,36,-3,1,1,-1,2,-,-,-,Greaves made of Congalala parts. Wild crafting perfect for those who run in the wilderness.,Burst,1,Mushroomancer,1,-,-,Fortifying Pelt,-,3000,Congalala Certificate S,1,Congalala Pelt+,2,Congalala Fang+,1,Acute Fang,1
Conga Helm β,Conga β,Head,5,36,-3,1,1,-1,2,-,1,-,"Head armor made from Congalala materials. Remember: it's ""feral"", not ""unkempt"".",Intimidator,1,-,-,-,-,Alluring Pelt,-,3000,Congalala Pelt+,2,Congalala Fang+,1,Stoutbone,1,-,-
Conga Mail β,Conga β,Chest,5,36,-3,1,1,-1,2,3,-,-,Chest armor made from Congalala materials. The shocks of monster fur help hunters keep it wild.,Intimidator,2,-,-,-,-,Alluring Pelt,-,3000,Congalala Pelt+,2,Congalala Claw+,2,Congalala Fang+,1,Vibrant Pelt+,1
Conga Vambraces β,Conga β,Arms,5,36,-3,1,1,-1,2,1,-,-,Armguards made from Congalala materials. Crudely made but highly protective.,Mushroomancer,1,-,-,-,-,Alluring Pelt,-,3000,Congalala Certificate S,1,Vibrant Pelt+,1,Conga Pelt+,2,-,-
Conga Coil β,Conga β,Waist,5,36,-3,1,1,-1,2,-,1,-,"Waistgear made from Congalala materials, complete with an array of handy pockets!",Mushroomancer,1,-,-,-,-,Alluring Pelt,-,3000,Congalala Certificate S,1,Congalala Claw+,3,Vibrant Pelt+,1,-,-
Conga Greaves β,Conga β,Legs,5,36,-3,1,1,-1,2,-,1,-,Greaves made of Congalala parts. Wild crafting perfect for those who run in the wilderness.,Burst,1,-,-,-,-,Alluring Pelt,-,3000,Congalala Certificate S,1,Congalala Pelt+,2,Congalala Fang+,1,Acute Fang,1
Rompopolo Helm α,Rompopolo α,Head,5,36,0,-3,0,0,1,2,-,-,Rompopolo head armor. The mask is needed to ward off the material's residual toxins.,Wide-Range,2,-,-,-,-,Flexible Leathercraft,-,3000,Rompopolo Certificate S,1,Rompopolo Claw+,3,Rompopolo Beak+,1,-,-
Rompopolo Mail α,Rompopolo α,Chest,5,36,0,-3,0,0,1,1,-,-,Well-padded Rompopolo chest armor. The fabric contains poison that — supposedly — never leaks.,Poison Resistance,2,Wide-Range,1,-,-,Flexible Leathercraft,-,3000,Rompopolo Hide+,2,Spotted Poison Hide+,2,Monster Keenbone,1,-,-
Rompopolo Vambraces α,Rompopolo α,Arms,5,36,0,-3,0,0,1,1,-,-,"Rompopolo armguards. The poisonous needles in the claws are neat, but tricky to use.",Poison Resistance,1,Earplugs,1,-,-,Flexible Leathercraft,-,3000,Rompopolo Hide+,2,Rompopolo Claw+,2,Spotted Poison Hide+,1,Rompopolo Beak+,1
Rompopolo Coil α,Rompopolo α,Waist,5,36,0,-3,0,0,1,-,-,-,Rompopolo waistgear fully equipped with instruments needed to handle poison.,Foray,1,Wide-Range,1,-,-,Flexible Leathercraft,-,3000,Rompopolo Certificate S,1,Rompopolo Hide+,2,Spotted Poison Hide+,2,Kranodath Skull+,1
Rompopolo Greaves α,Rompopolo α,Legs,5,36,0,-3,0,0,1,-,-,-,Rompopolo leg armor. Careful you don't accidentally lean on those spare vials of poison...,Wide-Range,2,Earplugs,1,-,-,Flexible Leathercraft,-,3000,Rompopolo Certificate S,1,Rompopolo Beak+,2,Toxin Sac,1,-,-
Rompopolo Helm β,Rompopolo β,Head,5,36,0,-3,0,0,1,1,1,-,Rompopolo head armor. The mask is needed to ward off the material's residual toxins.,Wide-Range,1,-,-,-,-,Buttery Leathercraft,-,3000,Rompopolo Certificate S,1,Rompopolo Claw+,3,Rompopolo Beak+,1,-,-
Rompopolo Mail β,Rompopolo β,Chest,5,36,0,-3,0,0,1,-,1,-,Well-padded Rompopolo chest armor. The fabric contains poison that — supposedly — never leaks.,Poison Resistance,2,-,-,-,-,Buttery Leathercraft,-,3000,Rompopolo Hide+,2,Spotted Poison Hide+,2,Monster Keenbone,1,-,-
Rompopolo Vambraces β,Rompopolo β,Arms,5,36,0,-3,0,0,1,-,1,-,"Rompopolo armguards. The poisonous needles in the claws are neat, but tricky to use.",Earplugs,1,-,-,-,-,Buttery Leathercraft,-,3000,Rompopolo Hide+,2,Rompopolo Claw+,2,Spotted Poison Hide+,1,Rompopolo Beak+,1
Rompopolo Coil β,Rompopolo β,Waist,5,36,0,-3,0,0,1,1,-,-,Rompopolo waistgear fully equipped with instruments needed to handle poison.,Foray,1,-,-,-,-,Buttery Leathercraft,-,3000,Rompopolo Certificate S,1,Rompopolo Hide+,2,Spotted Poison Hide+,2,Kranodath Skull+,1
Rompopolo Greaves β,Rompopolo β,Legs,5,36,0,-3,0,0,1,-,1,-,Rompopolo leg armor. Careful you don't accidentally lean on those spare vials of poison...,Wide-Range,2,-,-,-,-,Buttery Leathercraft,-,3000,Rompopolo Certificate S,1,Rompopolo Beak+,2,Toxin Sac,1,-,-
Gypceros Helm α,Gypceros α,Head,5,36,-4,3,4,-1,1,1,-,-,Head armor made from Gypceros spoils. Its elasticity makes physical attacks bounce right off!,Stamina Surge,1,Blindsider,1,-,-,Flexible Leathercraft,-,3000,Gypceros Certificate S,1,Gypceros Wing,2,Gypceros Head,1,-,-
Gypceros Mail α,Gypceros α,Chest,5,36,-4,3,4,-1,1,1,-,-,"Chest armor made from Gypceros materials, Its elastic qualities provide reliable impact resistance.",Poison Resistance,1,Stamina Surge,1,-,-,Flexible Leathercraft,-,3000,Rubbery Hide+,2,Gypceros Wing,1,Gypceros Tail,1,Gypceros Head,1
Gypceros Vambraces α,Gypceros α,Arms,5,36,-4,3,4,-1,1,-,-,-,Armguards made from Gypceros spoils. The springy nature of the material renders lesser attacks meaningless.,Resentment,2,Poison Resistance,1,-,-,Flexible Leathercraft,-,3000,Rubbery Hide+,2,Gypceros Tail,1,Monster Keenbone,1,-,-
Gypceros Coil α,Gypceros α,Waist,5,36,-4,3,4,-1,1,1,-,-,"Waistgear made from Gypceros material. The thick, meaty skin provides ample protection.",Resentment,1,Stamina Surge,1,-,-,Flexible Leathercraft,-,3000,Gypceros Certificate S,1,Rubbery Hide+,2,Gypceros Tail,1,Novacrystal,1
Gypceros Greaves α,Gypceros α,Legs,5,36,-4,3,4,-1,1,-,-,-,Leg armor made from Gypceros spoils. The springy material is undeniably more comfortable than metal.,Marathon Runner,2,Resentment,1,-,-,Flexible Leathercraft,-,3000,Gypceros Certificate S,1,Gypceros Head,1,Toxin Sac,1,-,-
Gypceros Helm β,Gypceros β,Head,5,36,-4,3,4,-1,1,2,-,-,Head armor made from Gypceros spoils. Its elasticity makes physical attacks bounce right off!,Stamina Surge,1,-,-,-,-,Buttery Leathercraft,-,3000,Gypceros Certificate S,1,Gypceros Wing,2,Gypceros Head,1,-,-
Gypceros Mail β,Gypceros β,Chest,5,36,-4,3,4,-1,1,-,1,-,"Chest armor made from Gypceros materials, Its elastic qualities provide reliable impact resistance.",Stamina Surge,1,-,-,-,-,Buttery Leathercraft,-,3000,Rubbery Hide+,2,Gypceros Wing,1,Gypceros Tail,1,Gypceros Head,1
Gypceros Vambraces β,Gypceros β,Arms,5,36,-4,3,4,-1,1,1,-,-,Armguards made from Gypceros spoils. The springy nature of the material renders lesser attacks meaningless.,Resentment,2,-,-,-,-,Buttery Leathercraft,-,3000,Rubbery Hide+,2,Gypceros Tail,1,Monster Keenbone,1,-,-
Gypceros Coil β,Gypceros β,Waist,5,36,-4,3,4,-1,1,1,1,-,"Waistgear made from Gypceros material. The thick, meaty skin provides ample protection.",Stamina Surge,1,-,-,-,-,Buttery Leathercraft,-,3000,Gypceros Certificate S,1,Rubbery Hide+,2,Gypceros Tail,1,Novacrystal,1
Gypceros Greaves β,Gypceros β,Legs,5,36,-4,3,4,-1,1,1,-,-,Leg armor made from Gypceros spoils. The springy material is undeniably more comfortable than metal.,Resentment,1,Marathon Runner,1,-,-,Buttery Leathercraft,-,3000,Gypceros Certificate S,1,Gypceros Head,1,Toxin Sac,1,-,-
Nerscylla Helm α,Nerscylla α,Head,5,38,-2,2,-2,1,2,-,-,-,A helmet made from Nerscylla spoils. Protection this durable requires masterful precision and execution.,Poison Resistance,2,Bind Resistance,1,-,-,Neopteron Alert,-,3500,Nerscylla Carapace,2,Nerscylla Shear,1,Monster Broth,2,-,-
Nerscylla Mail α,Nerscylla α,Chest,5,38,-2,2,-2,1,2,-,-,-,Chest armor made from Nerscylla materials. Advanced engineering makes it feel impossibly light.,Weakness Exploit,1,Ambush,1,-,-,Neopteron Alert,-,3500,Nerscylla Certificate S,1,Nerscylla Shear,1,Nerscylla Claw+,2,Bird Wyvern Gem,1
Nerscylla Vambraces α,Nerscylla α,Arms,5,38,-2,2,-2,1,2,1,-,-,Armguards made from Nerscylla spoils. Extra play in the fingers helps improve weapon handling.,Poison Resistance,1,Ambush,1,-,-,Neopteron Alert,-,3500,Nerscylla Carapace,3,Nerscylla Claw+,3,Nerscylla Shear,1,Nerscylla Spike+,1
Nerscylla Coil α,Nerscylla α,Waist,5,38,-2,2,-2,1,2,-,-,-,Waistgear made from Nerscylla spoils. A work of art that exhibits a deep dedication to armor craft.,Sleep Resistance,2,Bind Resistance,1,-,-,Neopteron Alert,-,3500,Nerscylla Certificate S,1,Nerscylla Claw+,2,Nerscylla Spike+,1,Comaqchi Carapace,2
Nerscylla Greaves α,Nerscylla α,Legs,5,38,-2,2,-2,1,2,1,-,-,Leg armor made from Nerscylla spoils. It keeps hunters light on their feet and looking good in action.,Sleep Resistance,1,Ambush,1,-,-,Neopteron Alert,-,3500,Nerscylla Certificate S,1,Nerscylla Spike+,1,Rubbery Hide+,2,Coma Sac,1
Nerscylla Helm β,Nerscylla β,Head,5,38,-2,2,-2,1,2,-,1,-,A helmet made from Nerscylla spoils. Protection this durable requires masterful precision and execution.,Bind Resistance,1,-,-,-,-,Neopteron Camouflage,-,3500,Nerscylla Carapace,2,Nerscylla Shear,1,Monster Broth,2,-,-
Nerscylla Mail β,Nerscylla β,Chest,5,38,-2,2,-2,1,2,3,-,-,Chest armor made from Nerscylla materials. Advanced engineering makes it feel impossibly light.,Ambush,1,-,-,-,-,Neopteron Camouflage,-,3500,Nerscylla Certificate S,1,Nerscylla Shear,1,Nerscylla Claw+,2,Bird Wyvern Gem,1
Nerscylla Vambraces β,Nerscylla β,Arms,5,38,-2,2,-2,1,2,-,1,-,Armguards made from Nerscylla spoils. Extra play in the fingers helps improve weapon handling.,Ambush,1,-,-,-,-,Neopteron Camouflage,-,3500,Nerscylla Carapace,3,Nerscylla Claw+,3,Nerscylla Shear,1,Nerscylla Spike+,1
Nerscylla Coil β,Nerscylla β,Waist,5,38,-2,2,-2,1,2,2,-,-,Waistgear made from Nerscylla spoils. A work of art that exhibits a deep dedication to armor craft.,Bind Resistance,1,-,-,-,-,Neopteron Camouflage,-,3500,Nerscylla Certificate S,1,Nerscylla Claw+,2,Nerscylla Spike+,1,Comaqchi Carapace,2
Nerscylla Greaves β,Nerscylla β,Legs,5,38,-2,2,-2,1,2,1,1,-,Leg armor made from Nerscylla spoils. It keeps hunters light on their feet and looking good in action.,Sleep Resistance,1,-,-,-,-,Neopteron Camouflage,-,3500,Nerscylla Certificate S,1,Nerscylla Spike+,1,Rubbery Hide+,2,Coma Sac,1
Balahara Helm α,Balahara α,Head,5,38,-1,2,-3,1,1,1,-,-,A Balahara helmet covered in roughly polished protrusions to strongly evoke its namesake.,Evade Window,1,Geologist,1,-,-,Scaling Prowess,-,3500,Balahara Certificate S,1,Balahara Carapace,2,Balahara Skull+,1,-,-
Balahara Mail α,Balahara α,Chest,5,38,-1,2,-3,1,1,1,-,-,Balahara chest armor. The bulky shoulders are roomy enough to allow ample movement.,Stamina Surge,1,Geologist,1,-,-,Scaling Prowess,-,3500,Balahara Scale+,2,Balahara Skull+,1,Monster Keenbone,1,-,-
Balahara Vambraces α,Balahara α,Arms,5,38,-1,2,-3,1,1,-,-,-,Balahara armguards. The spikes are arranged artfully in a way that maximizes movement.,Stamina Surge,1,Evade Extender,1,-,-,Scaling Prowess,-,3500,Balahara Scale+,2,Balahara Carapace,2,Balahara Skull+,1,Balahara Tail,1
Balahara Coil α,Balahara α,Waist,5,38,-1,2,-3,1,1,-,-,-,Balahara waistgear. The fabric is colored a shade of red that stirs a competitive spirit.,Evade Window,1,Evade Extender,1,-,-,Scaling Prowess,-,3500,Balahara Certificate S,1,Balahara Skull+,1,Torrent Sac,1,-,-
Balahara Greaves α,Balahara α,Legs,5,38,-1,2,-3,1,1,2,-,-,"Spiny Balahara leg armor. The carapace has been split into clever, fluid parts.",Evade Extender,1,Geologist,1,-,-,Scaling Prowess,-,3500,Balahara Certificate S,1,Balahara Scale+,2,Balahara Carapace,2,Balahra Black Pearl,1
Balahara Helm β,Balahara β,Head,5,38,-1,2,-3,1,1,-,1,-,A Balahara helmet covered in roughly polished protrusions to strongly evoke its namesake.,Evade Window,1,-,-,-,-,Scale Layering,-,3500,Balahara Certificate S,1,Balahara Carapace,2,Balahara Skull+,1,-,-
Balahara Mail β,Balahara β,Chest,5,38,-1,2,-3,1,1,3,-,-,Balahara chest armor. The bulky shoulders are roomy enough to allow ample movement.,Geologist,1,-,-,-,-,Scale Layering,-,3500,Balahara Scale+,2,Balahara Skull+,1,Monster Keenbone,1,-,-
Balahara Vambraces β,Balahara β,Arms,5,38,-1,2,-3,1,1,-,1,-,Balahara armguards. The spikes are arranged artfully in a way that maximizes movement.,Evade Extender,1,-,-,-,-,Scale Layering,-,3500,Balahara Scale+,2,Balahara Carapace,2,Balahara Skull+,1,Balahara Tail,1
Balahara Coil β,Balahara β,Waist,5,38,-1,2,-3,1,1,2,-,-,Balahara waistgear. The fabric is colored a shade of red that stirs a competitive spirit.,Evade Window,1,-,-,-,-,Scale Layering,-,3500,Balahara Certificate S,1,Balahara Skull+,1,Torrent Sac,1,-,-
Balahara Greaves β,Balahara β,Legs,5,38,-1,2,-3,1,1,3,-,-,"Spiny Balahara leg armor. The carapace has been split into clever, fluid parts.",Evade Extender,1,-,-,-,-,Scale Layering,-,3500,Balahara Certificate S,1,Balahara Scale+,2,Balahara Carapace,2,Balahra Black Pearl,1
Hirabami Headdress α,Hirabami α,Head,5,38,-3,2,-2,3,0,-,-,-,Head armor made from Hirabami spoils. It keeps the wearer attuned and bound to the wind at all times.,Evade Window,1,Evade Extender,1,-,-,Scaling Prowess,-,3500,Hirabami Certificate S,1,Hirabami Hide+,3,Hirabami Tail Claw+,2,-,-
Hirabami Mail α,Hirabami α,Chest,5,38,-3,2,-2,3,0,1,-,-,Chest armor made from Hirabami spoils. The style is inspired by the gallant warriors of a foreign land.,Ice Resistance,2,Evade Window,1,-,-,Scaling Prowess,-,3500,Hirabami Certificate S,1,Hirabami Tail Claw+,1,Freezer Sac,1,-,-
Hirabami Vambraces α,Hirabami α,Arms,5,38,-3,2,-2,3,0,-,-,-,Armguards made from Hirabami spoils. Wind rises at the fingertips in warning to all adversaries.,Peak Performance,1,Evade Window,1,-,-,Scaling Prowess,-,3500,Hirabami Certificate S,1,Hirabami Scale+,2,Hirabami Webbing+,1,Wyvern Gem,1
Hirabami Coil α,Hirabami α,Waist,5,38,-3,2,-2,3,0,-,-,-,Waistgear made from Hirabami spoils. The elegant sash harnesses the wind to mitigate impacts.,Evade Window,2,-,-,-,-,Scaling Prowess,-,3500,Hirabami Scale+,2,Hirabami Webbing+,1,Monster Keenbone,1,-,-
Hirabami Greaves α,Hirabami α,Legs,5,38,-3,2,-2,3,0,1,-,-,"Leg armor made from Hirabami spoils. Designed for mobility, they feel like walking on wind.",Peak Performance,1,Ice Resistance,1,-,-,Scaling Prowess,-,3500,Hirabami Scale+,2,Hirabami Hide+,2,Hirabami Webbing+,2,Hirabami Tail Claw+,1
Hirabami Headdress β,Hirabami β,Head,5,38,-3,2,-2,3,0,2,-,-,Head armor made from Hirabami spoils. It keeps the wearer attuned and bound to the wind at all times.,Evade Window,1,-,-,-,-,Scale Layering,-,3500,Hirabami Certificate S,1,Hirabami Hide+,3,Hirabami Tail Claw+,2,-,-
Hirabami Mail β,Hirabami β,Chest,5,38,-3,2,-2,3,0,-,1,-,Chest armor made from Hirabami spoils. The style is inspired by the gallant warriors of a foreign land.,Evade Window,1,Ice Resistance,1,-,-,Scale Layering,-,3500,Hirabami Certificate S,1,Hirabami Tail Claw+,1,Freezer Sac,1,-,-
Hirabami Vambraces β,Hirabami β,Arms,5,38,-3,2,-2,3,0,2,-,-,Armguards made from Hirabami spoils. Wind rises at the fingertips in warning to all adversaries.,Evade Window,1,-,-,-,-,Scale Layering,-,3500,Hirabami Certificate S,1,Hirabami Scale+,2,Hirabami Webbing+,1,Wyvern Gem,1
Hirabami Coil β,Hirabami β,Waist,5,38,-3,2,-2,3,0,-,1,-,Waistgear made from Hirabami spoils. The elegant sash harnesses the wind to mitigate impacts.,Evade Window,1,-,-,-,-,Scale Layering,-,3500,Hirabami Scale+,2,Hirabami Webbing+,1,Monster Keenbone,1,-,-
Hirabami Greaves β,Hirabami β,Legs,5,38,-3,2,-2,3,0,-,1,-,"Leg armor made from Hirabami spoils. Designed for mobility, they feel like walking on wind.",Peak Performance,1,-,-,-,-,Scale Layering,-,3500,Hirabami Scale+,2,Hirabami Hide+,2,Hirabami Webbing+,2,Hirabami Tail Claw+,1
Rathian Helm α,Rathian α,Head,5,38,2,0,-2,0,-3,-,1,-,"Replete with queenly refinement, grace, and might, this sleek Rathian head armor has it all.",Divine Blessing,1,Recovery Speed,1,-,-,Scaling Prowess,-,3500,Rathian Scale+,2,Rathian Webbing,2,Monster Keenbone,2,-,-
Rathian Mail α,Rathian α,Chest,5,38,2,0,-2,0,-3,-,-,-,"Worthy of the Queen of the Land's name, common metals cannot pierce this Rathian chest armor.",Foray,2,-,-,-,-,Scaling Prowess,-,3500,Rathian Certificate S,1,Rathian Scale+,2,Rathian Ruby,1,-,-
